provincia,poblacion,codigopostalid,lat,lon
Barcelona,Badia del Vallès,8214,"2,114,655,400","41,507,740,590"
Barcelona,La Palma de Cervelló,8756,"1,965,614,050","41,412,811,840"
Burgos,Abajas,9141,"-3,581,763,030","42,623,249,350"
Burgos,Abajas,9592,"-3,581,763,030","42,623,249,350"
Burgos,Adrada de Haza,9462,"-3,823,094,920","41,594,223,330"
Burgos,Aguas Cándidas,9593,"-3,504,475,630","42,717,274,080"
Burgos,Aguilar de Bureba,9249,"-3,328,516,430","42,590,132,020"
Burgos,Albillos,9239,"-3,791,094,640","42,276,170,730"
Burgos,Alcocero de Mola,9258,"-3,358,359,020","42,473,767,880"
Burgos,Alfoz de Bricia,9233,"-3,847,810,480","42,907,515,820"
Burgos,Alfoz de Bricia,9571,"-3,847,810,480","42,907,515,820"
Burgos,Alfoz de Bricia,9572,"-3,847,810,480","42,907,515,820"
Burgos,Alfoz de Bricia,39232,"-3,847,810,480","42,907,515,820"
Burgos,Alfoz de Santa Gadea,9570,"-3,952,067,830","42,955,775,920"
Burgos,Alfoz de Santa Gadea,9571,"-3,952,067,830","42,955,775,920"
Burgos,Altable,9219,"-3,078,105,040","42,603,082,880"
Burgos,Los Altos,9146,"-3,633,019,610","42,807,592,040"
Burgos,Los Altos,9551,"-3,633,019,610","42,807,592,040"
Burgos,Los Altos,9559,"-3,633,019,610","42,807,592,040"
Burgos,Ameyugo,9219,"-3,061,088,670","42,656,227,130"
Burgos,Anguix,9312,"-3,931,083,250","41,752,742,760"
Burgos,Aranda de Duero,9370,"-3,689,242,980","41,671,550,790"
Burgos,Aranda de Duero,9400,"-3,689,242,980","41,671,550,790"
Burgos,Aranda de Duero,9450,"-3,689,242,980","41,671,550,790"
Burgos,Arandilla,9410,"-3,430,005,940","41,737,683,750"
Burgos,Arauzo de Miel,9451,"-3,387,749,460","41,859,880,190"
Burgos,Arauzo de Miel,9631,"-3,387,749,460","41,859,880,190"
Burgos,Arauzo de Salce,9451,"-3,411,289,520","41,819,941,910"
Burgos,Arauzo de Torre,9451,"-3,423,185,980","41,797,966,500"
Burgos,Arcos,9195,"-3,756,697,890","42,264,694,600"
Burgos,Arcos,9239,"-3,756,697,890","42,264,694,600"
Burgos,Arenillas de Riopisuerga,9107,"-4,233,807,720","42,357,372,020"
Burgos,Arija,9570,"-3,944,987,690","42,993,880,920"
Burgos,Arlanzón,9199,"-3,457,018,440","42,322,566,100"
Burgos,Arraya de Oca,9292,"-3,398,138,090","42,415,773,250"
Burgos,Atapuerca,9199,"-3,507,223,670","42,378,193,250"
Burgos,Los Ausines,9194,"-3,594,720,000","42,226,930,000"
Burgos,Los Ausines,9351,"-3,594,720,000","42,226,930,000"
Burgos,Los Ausines,9642,"-3,594,720,000","42,226,930,000"
Burgos,Avellanosa de Muñó,9345,"-3,826,852,150","41,983,563,250"
Burgos,Bahabón de Esgueva,9350,"-3,728,433,330","41,861,384,050"
Burgos,Los Balbases,9119,"-4,063,830,010","42,214,527,480"
Burgos,Baños de Valdearados,9450,"-3,556,406,870","41,771,226,620"
Burgos,Bañuelos de Bureba,9248,"-3,281,861,090","42,500,548,460"
Burgos,Barbadillo de Herreros,9615,"-3,177,100,160","42,149,516,760"
Burgos,Barbadillo del Mercado,9613,"-3,358,932,800","42,039,212,510"
Burgos,Barbadillo del Pez,9614,"-3,227,823,370","42,118,805,450"
Burgos,Barrio de Muñó,9226,"-4,008,068,030","42,174,502,850"
Burgos,Los Barrios de Bureba,9246,"-3,391,597,050","42,646,039,670"
Burgos,Los Barrios de Bureba,9249,"-3,391,597,050","42,646,039,670"
Burgos,Barrios de Colina,9199,"-3,461,802,470","42,395,946,730"
Burgos,Basconcillos del Tozo,9125,"-3,990,932,230","42,702,845,260"
Burgos,Basconcillos del Tozo,9126,"-3,990,932,230","42,702,845,260"
Burgos,Basconcillos del Tozo,9127,"-3,990,932,230","42,702,845,260"
Burgos,Bascuñana,9259,"-3,082,747,970","42,424,311,870"
Burgos,Belbimbre,9226,"-4,012,816,970","42,168,607,070"
Burgos,Belorado,9248,"-3,189,707,970","42,420,583,580"
Burgos,Belorado,9250,"-3,189,707,970","42,420,583,580"
Burgos,Belorado,9258,"-3,189,707,970","42,420,583,580"
Burgos,Belorado,9267,"-3,189,707,970","42,420,583,580"
Burgos,Belorado,9272,"-3,189,707,970","42,420,583,580"
Burgos,Berberana,1427,"-3,059,489,650","42,918,250,970"
Burgos,Berberana,9511,"-3,059,489,650","42,918,250,970"
Burgos,Berlangas de Roa,9316,"-3,872,790,340","41,689,250,750"
Burgos,Berzosa de Bureba,9245,"-3,266,342,980","42,627,000,370"
Burgos,Bozoó,9214,"-3,085,279,310","42,726,249,000"
Burgos,Bozoó,9219,"-3,085,279,310","42,726,249,000"
Burgos,Brazacorta,9490,"-3,367,476,460","41,717,093,600"
Burgos,Briviesca,9240,"-3,323,904,410","42,548,979,560"
Burgos,Briviesca,9245,"-3,323,904,410","42,548,979,560"
Burgos,Briviesca,9248,"-3,323,904,410","42,548,979,560"
Burgos,Briviesca,9249,"-3,323,904,410","42,548,979,560"
Burgos,Briviesca,9292,"-3,323,904,410","42,548,979,560"
Burgos,Bugedo,9293,"-3,017,773,660","42,649,937,550"
Burgos,Buniel,9230,"-3,821,557,170","42,310,630,170"
Burgos,Burgos,9001,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9002,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9003,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9004,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9005,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9006,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9007,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9192,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9193,"-3,704,198,050","42,341,130,040"
Burgos,Burgos,9199,"-3,704,198,050","42,341,130,040"
Burgos,Busto de Bureba,9244,"-3,266,468,810","42,659,546,680"
Burgos,Cabañes de Esgueva,9350,"-3,784,694,040","41,831,291,860"
Burgos,Cabezón de la Sierra,9612,"-3,241,174,280","41,934,913,530"
Burgos,Cavia,9239,"-3,844,236,550","42,282,546,630"
Burgos,Caleruega,9451,"-3,487,402,500","41,825,031,620"
Burgos,Campillo de Aranda,9493,"-3,731,550,350","41,610,745,810"
Burgos,Campolara,9650,"-3,427,732,320","42,119,136,200"
Burgos,Canicosa de la Sierra,9692,"-3,040,510,150","41,937,897,940"
Burgos,Cantabrana,9593,"-3,467,653,700","42,733,640,130"
Burgos,Carazo,9611,"-3,356,684,560","41,967,560,840"
Burgos,Carcedo de Bureba,9246,"-3,498,959,160","42,576,981,080"
Burgos,Carcedo de Bureba,9592,"-3,498,959,160","42,576,981,080"
Burgos,Carcedo de Burgos,9193,"-3,622,927,020","42,286,212,000"
Burgos,Carcedo de Burgos,9194,"-3,622,927,020","42,286,212,000"
Burgos,Cardeñadijo,9194,"-3,666,755,850","42,301,726,750"
Burgos,Cardeñajimeno,9193,"-3,619,722,930","42,330,584,510"
Burgos,Cardeñajimeno,9199,"-3,619,722,930","42,330,584,510"
Burgos,Cardeñuela Riopico,9192,"-3,560,226,610","42,359,682,590"
Burgos,Carrias,9248,"-3,284,185,420","42,481,630,230"
Burgos,Cascajares de Bureba,9280,"-3,237,473,810","42,677,837,710"
Burgos,Cascajares de la Sierra,9640,"-3,399,248,610","42,062,046,710"
Burgos,Castellanos de Castro,9227,"-4,035,413,130","42,328,938,580"
Burgos,Castildelgado,9259,"-3,085,195,190","42,436,243,100"
Burgos,Castil de Peones,9258,"-3,385,787,290","42,482,910,120"
Burgos,Castrillo de la Reina,9691,"-3,236,529,120","41,986,884,350"
Burgos,Castrillo de la Vega,9391,"-3,779,259,010","41,650,740,190"
Burgos,Castrillo del Val,9193,"-3,584,971,450","42,313,429,980"
Burgos,Castrillo del Val,9198,"-3,584,971,450","42,313,429,980"
Burgos,Castrillo de Riopisuerga,9108,"-4,253,351,580","42,515,749,850"
Burgos,Castrillo Mota de Judíos,9107,"-4,172,775,390","42,307,579,200"
Burgos,Castrojeriz,9109,"-4,143,334,990","42,289,864,340"
Burgos,Castrojeriz,9110,"-4,143,334,990","42,289,864,340"
Burgos,Castrojeriz,9119,"-4,143,334,990","42,289,864,340"
Burgos,Cayuela,9239,"-3,819,544,500","42,272,368,620"
Burgos,Cebrecos,9348,"-3,596,262,880","41,984,871,220"
Burgos,Celada del Camino,9226,"-3,934,014,070","42,263,838,980"
Burgos,Cerezo de Río Tirón,9270,"-3,136,381,200","42,492,706,860"
Burgos,Cerratón de Juarros,9292,"-3,373,868,870","42,422,384,180"
Burgos,Ciadoncha,9228,"-3,934,580,740","42,158,507,740"
Burgos,Cillaperlata,9213,"-3,357,061,630","42,780,866,360"
Burgos,Cilleruelo de Abajo,9349,"-3,794,647,460","41,884,436,260"
Burgos,Cilleruelo de Arriba,9349,"-3,661,673,900","41,904,821,550"
Burgos,Ciruelos de Cervera,9610,"-3,528,910,320","41,906,957,000"
Burgos,Cogollos,9320,"-3,699,013,620","42,201,566,340"
Burgos,Condado de Treviño,1118,"-2,747,459,200","42,735,328,790"
Burgos,Condado de Treviño,1211,"-2,747,459,200","42,735,328,790"
Burgos,Condado de Treviño,9215,"-2,747,459,200","42,735,328,790"
Burgos,Condado de Treviño,9216,"-2,747,459,200","42,735,328,790"
Burgos,Condado de Treviño,9217,"-2,747,459,200","42,735,328,790"
Burgos,Condado de Treviño,9218,"-2,747,459,200","42,735,328,790"
Burgos,Condado de Treviño,9294,"-2,747,459,200","42,735,328,790"
Burgos,Contreras,9613,"-3,409,242,020","42,018,328,730"
Burgos,Coruña del Conde,9410,"-3,392,005,430","41,765,434,930"
Burgos,Covarrubias,9346,"-3,518,868,050","42,057,516,080"
Burgos,Covarrubias,9347,"-3,518,868,050","42,057,516,080"
Burgos,Cubillo del Campo,9352,"-3,610,891,340","42,170,095,900"
Burgos,Cubo de Bureba,9251,"-3,207,593,840","42,640,332,780"
Burgos,La Cueva de Roa,9315,"-3,941,947,950","41,666,378,280"
Burgos,Cuevas de San Clemente,9641,"-3,568,761,490","42,129,783,080"
Burgos,Encío,9219,"-3,087,389,060","42,670,466,410"
Burgos,Encío,9280,"-3,087,389,060","42,670,466,410"
Burgos,Espinosa de Cervera,9610,"-3,468,801,110","41,896,507,810"
Burgos,Espinosa del Camino,9258,"-3,278,988,560","42,407,118,080"
Burgos,Espinosa de los Monteros,9560,"-3,552,854,240","43,076,359,150"
Burgos,Espinosa de los Monteros,9566,"-3,552,854,240","43,076,359,150"
Burgos,Espinosa de los Monteros,9567,"-3,552,854,240","43,076,359,150"
Burgos,Espinosa de los Monteros,9569,"-3,552,854,240","43,076,359,150"
Burgos,Estépar,9230,"-3,897,513,060","42,276,288,320"
Burgos,Estépar,9239,"-3,897,513,060","42,276,288,320"
Burgos,Fontioso,9349,"-3,738,641,780","41,943,434,880"
Burgos,Frandovínez,9230,"-3,837,924,430","42,309,611,190"
Burgos,Fresneda de la Sierra Tirón,9267,"-3,136,603,970","42,314,386,470"
Burgos,Fresneña,9259,"-3,134,692,360","42,414,131,390"
Burgos,Fresnillo de las Dueñas,9491,"-3,644,481,730","41,647,426,900"
Burgos,Fresno de Río Tirón,9272,"-3,175,838,790","42,459,781,760"
Burgos,Fresno de Rodilla,9290,"-3,483,544,880","42,418,822,600"
Burgos,Frías,9211,"-3,293,395,470","42,760,784,710"
Burgos,Fuentebureba,9244,"-3,234,477,840","42,633,797,040"
Burgos,Fuentecén,9315,"-3,870,227,200","41,628,248,240"
Burgos,Fuentelcésped,9471,"-3,640,805,980","41,591,513,720"
Burgos,Fuentelisendo,9318,"-3,901,039,780","41,623,607,230"
Burgos,Fuentemolinos,9315,"-3,849,463,280","41,604,822,700"
Burgos,Fuentenebro,9461,"-3,753,816,570","41,528,413,170"
Burgos,Fuentespina,9471,"-3,683,700,320","41,631,349,470"
Burgos,Galbarros,9247,"-3,437,449,730","42,528,456,790"
Burgos,La Gallega,9612,"-3,263,872,380","41,898,961,620"
Burgos,Grijalba,9128,"-4,118,519,740","42,429,699,300"
Burgos,Grisaleña,9245,"-3,264,364,450","42,591,522,250"
Burgos,Gumiel de Izán,9370,"-3,688,213,360","41,773,344,770"
Burgos,Gumiel de Mercado,9443,"-3,802,720,780","41,755,825,250"
Burgos,Hacinas,9611,"-3,287,554,080","41,985,984,520"
Burgos,Haza,9436,"-3,830,589,860","41,621,037,570"
Burgos,Haza,9463,"-3,830,589,860","41,621,037,570"
Burgos,Hontanas,9227,"-4,044,546,260","42,312,419,970"
Burgos,Hontangas,9462,"-3,796,040,710","41,582,757,950"
Burgos,Hontoria de la Cantera,9351,"-3,643,288,030","42,189,057,680"
Burgos,Hontoria del Pinar,9619,"-3,164,524,270","41,848,031,220"
Burgos,Hontoria del Pinar,9660,"-3,164,524,270","41,848,031,220"
Burgos,Hontoria de Valdearados,9450,"-3,520,241,490","41,743,167,010"
Burgos,Las Hormazas,9133,"-3,929,073,990","42,525,500,630"
Burgos,Las Hormazas,9150,"-3,929,073,990","42,525,500,630"
Burgos,Hornillos del Camino,9230,"-3,926,326,080","42,339,101,820"
Burgos,La Horra,9311,"-3,873,490,270","41,741,034,790"
Burgos,Hortigüela,9640,"-3,427,092,040","42,068,701,610"
Burgos,Hoyales de Roa,9316,"-3,862,189,690","41,659,346,540"
Burgos,Huérmeces,9125,"-3,771,975,850","42,522,612,910"
Burgos,Huérmeces,9150,"-3,771,975,850","42,522,612,910"
Burgos,Huerta de Arriba,9614,"-3,082,352,880","42,116,750,370"
Burgos,Huerta de Rey,9430,"-3,348,186,820","41,840,641,350"
Burgos,Huerta de Rey,9454,"-3,348,186,820","41,840,641,350"
Burgos,Humada,9124,"-4,083,744,340","42,668,684,340"
Burgos,Humada,9126,"-4,083,744,340","42,668,684,340"
Burgos,Hurones,9191,"-3,613,540,200","42,406,304,390"
Burgos,Ibeas de Juarros,9128,"-3,536,576,850","42,330,327,570"
Burgos,Ibeas de Juarros,9194,"-3,536,576,850","42,330,327,570"
Burgos,Ibeas de Juarros,9198,"-3,536,576,850","42,330,327,570"
Burgos,Ibrillos,9259,"-3,083,394,890","42,454,031,290"
Burgos,Iglesiarrubia,9345,"-3,846,552,220","41,974,404,170"
Burgos,Iglesiarrubia,9678,"-3,846,552,220","41,974,404,170"
Burgos,Iglesias,9227,"-3,989,414,070","42,298,048,400"
Burgos,Isar,9133,"-3,929,085,070","42,361,594,460"
Burgos,Isar,9653,"-3,929,085,070","42,361,594,460"
Burgos,Isar,9654,"-3,929,085,070","42,361,594,460"
Burgos,Itero del Castillo,9107,"-4,242,485,300","42,289,284,350"
Burgos,Jaramillo de la Fuente,9640,"-3,313,396,800","42,115,902,270"
Burgos,Jaramillo Quemado,9640,"-3,360,394,980","42,084,241,510"
Burgos,Junta de Traslaloma,9510,"-3,389,252,710","43,041,236,640"
Burgos,Junta de Traslaloma,9514,"-3,389,252,710","43,041,236,640"
Burgos,Junta de Villalba de Losa,9511,"-3,087,829,040","42,935,378,840"
Burgos,Jurisdicción de Lara,9640,"-3,444,393,980","42,123,125,880"
Burgos,Jurisdicción de Lara,9651,"-3,444,393,980","42,123,125,880"
Burgos,Jurisdicción de San Zadornil,1427,"-3,156,766,430","42,841,597,220"
Burgos,Lerma,9340,"-3,759,313,850","42,027,360,010"
Burgos,Lerma,9341,"-3,759,313,850","42,027,360,010"
Burgos,Lerma,9347,"-3,759,313,850","42,027,360,010"
Burgos,Lerma,9348,"-3,759,313,850","42,027,360,010"
Burgos,Lerma,9349,"-3,759,313,850","42,027,360,010"
Burgos,Llano de Bureba,9246,"-3,457,439,480","42,624,938,710"
Burgos,Madrigal del Monte,9320,"-3,675,992,520","42,144,063,570"
Burgos,Madrigalejo del Monte,9330,"-3,726,001,710","42,125,295,740"
Burgos,Madrigalejo del Monte,9390,"-3,726,001,710","42,125,295,740"
Burgos,Mahamud,9228,"-3,941,882,460","42,120,351,880"
Burgos,Mambrilla de Castrejón,9317,"-3,985,353,800","41,665,997,090"
Burgos,Mambrillas de Lara,9640,"-3,459,620,500","42,095,595,990"
Burgos,Mambrillas de Lara,9642,"-3,459,620,500","42,095,595,990"
Burgos,Mamolar,9612,"-3,361,920,340","41,926,616,730"
Burgos,Manciles,9133,"-3,945,070,090","42,455,800,450"
Burgos,Mazuela,9228,"-3,918,642,550","42,207,224,350"
Burgos,Mecerreyes,9346,"-3,573,897,530","42,095,532,840"
Burgos,Medina de Pomar,9500,"-3,487,503,140","42,928,522,810"
Burgos,Medina de Pomar,9512,"-3,487,503,140","42,928,522,810"
Burgos,Medina de Pomar,9513,"-3,487,503,140","42,928,522,810"
Burgos,Medina de Pomar,9514,"-3,487,503,140","42,928,522,810"
Burgos,Medina de Pomar,9515,"-3,487,503,140","42,928,522,810"
Burgos,Melgar de Fernamental,9100,"-4,243,559,300","42,405,447,400"
Burgos,Melgar de Fernamental,9108,"-4,243,559,300","42,405,447,400"
Burgos,Melgar de Fernamental,9121,"-4,243,559,300","42,405,447,400"
Burgos,Merindad de Cuesta-Urria,9212,"-3,418,598,950","42,841,894,630"
Burgos,Merindad de Cuesta-Urria,9515,"-3,418,598,950","42,841,894,630"
Burgos,Merindad de Cuesta-Urria,9549,"-3,418,598,950","42,841,894,630"
Burgos,Merindad de Cuesta-Urria,9594,"-3,418,598,950","42,841,894,630"
Burgos,Merindad de Montija,9514,"-3,473,550,770","43,067,258,900"
Burgos,Merindad de Montija,9569,"-3,473,550,770","43,067,258,900"
Burgos,Merindad de Sotoscueva,9557,"-3,626,808,130","43,028,252,770"
Burgos,Merindad de Sotoscueva,9567,"-3,626,808,130","43,028,252,770"
Burgos,Merindad de Sotoscueva,9568,"-3,626,808,130","43,028,252,770"
Burgos,Merindad de Valdeporres,9557,"-3,743,060,540","43,008,874,170"
Burgos,Merindad de Valdeporres,9573,"-3,743,060,540","43,008,874,170"
Burgos,Merindad de Valdeporres,9574,"-3,743,060,540","43,008,874,170"
Burgos,Merindad de Valdivielso,9559,"-3,542,715,640","42,831,018,380"
Burgos,Milagros,9460,"-3,697,791,630","41,575,322,650"
Burgos,Miranda de Ebro,9200,"-2,952,395,660","42,680,520,750"
Burgos,Miranda de Ebro,9212,"-2,952,395,660","42,680,520,750"
Burgos,Miranda de Ebro,9218,"-2,952,395,660","42,680,520,750"
Burgos,Miranda de Ebro,9219,"-2,952,395,660","42,680,520,750"
Burgos,Miranda de Ebro,9293,"-2,952,395,660","42,680,520,750"
Burgos,Miranda de Ebro,26212,"-2,952,395,660","42,680,520,750"
Burgos,Miraveche,9252,"-3,200,843,500","42,673,179,530"
Burgos,Modúbar de la Emparedada,9620,"-3,660,257,840","42,260,335,960"
Burgos,Monasterio de la Sierra,9613,"-3,193,745,830","42,050,867,870"
Burgos,Monasterio de Rodilla,9292,"-3,469,859,480","42,458,055,490"
Burgos,Moncalvillo,9691,"-3,199,486,240","41,954,034,190"
Burgos,Monterrubio de la Demanda,9615,"-3,112,651,880","42,149,598,070"
Burgos,Montorio,9125,"-3,776,397,500","42,584,722,610"
Burgos,Moradillo de Roa,9462,"-3,791,748,170","41,552,478,620"
Burgos,Nava de Roa,9318,"-3,963,634,810","41,612,643,840"
Burgos,Navas de Bureba,9249,"-3,327,205,160","42,682,345,020"
Burgos,Nebreda,9348,"-3,634,746,600","41,968,921,760"
Burgos,Neila,9679,"-2,996,471,040","42,060,263,270"
Burgos,Olmedillo de Roa,9311,"-3,933,634,310","41,783,570,170"
Burgos,Olmillos de Muñó,9228,"-3,940,072,020","42,202,322,840"
Burgos,Oña,9211,"-3,411,768,840","42,734,304,750"
Burgos,Oña,9246,"-3,411,768,840","42,734,304,750"
Burgos,Oña,9249,"-3,411,768,840","42,734,304,750"
Burgos,Oña,9530,"-3,411,768,840","42,734,304,750"
Burgos,Oña,9554,"-3,411,768,840","42,734,304,750"
Burgos,Oña,9559,"-3,411,768,840","42,734,304,750"
Burgos,Oña,9593,"-3,411,768,840","42,734,304,750"
Burgos,Oquillas,9350,"-3,706,049,040","41,830,809,510"
Burgos,Orbaneja Riopico,9192,"-3,585,219,200","42,361,152,010"
Burgos,Padilla de Abajo,9109,"-4,176,776,380","42,408,313,220"
Burgos,Padilla de Arriba,9108,"-4,193,440,380","42,437,949,910"
Burgos,Padrones de Bureba,9593,"-3,532,460,870","42,704,990,020"
Burgos,Palacios de la Sierra,9680,"-3,127,110,810","41,963,819,600"
Burgos,Palacios de Riopisuerga,9107,"-4,256,605,090","42,343,615,990"
Burgos,Palazuelos de la Sierra,9649,"-3,459,561,520","42,213,130,220"
Burgos,Palazuelos de Muñó,9226,"-3,989,669,070","42,198,078,770"
Burgos,Pampliega,9220,"-3,987,978,850","42,206,198,810"
Burgos,Pampliega,9226,"-3,987,978,850","42,206,198,810"
Burgos,Pampliega,9589,"-3,987,978,850","42,206,198,810"
Burgos,Pancorbo,9280,"-3,109,855,740","42,635,027,750"
Burgos,Pardilla,9462,"-3,710,569,160","41,552,556,010"
Burgos,Partido de la Sierra en Tobalina,9211,"-3,254,786,670","42,733,410,150"
Burgos,Pedrosa de Duero,9314,"-3,988,204,340","41,712,636,870"
Burgos,Pedrosa de Duero,9317,"-3,988,204,340","41,712,636,870"
Burgos,Pedrosa del Páramo,9133,"-3,972,833,280","42,442,284,820"
Burgos,Pedrosa del Príncipe,9119,"-4,198,336,690","42,247,875,880"
Burgos,Pedrosa de Río Úrbel,9131,"-3,821,361,040","42,410,282,670"
Burgos,Peñaranda de Duero,9410,"-3,479,138,310","41,688,536,820"
Burgos,Peñaranda de Duero,9490,"-3,479,138,310","41,688,536,820"
Burgos,Peral de Arlanza,9342,"-4,076,622,170","42,075,937,290"
Burgos,Piérnigas,9246,"-3,413,260,340","42,590,209,310"
Burgos,Pineda de la Sierra,9199,"-3,296,928,130","42,216,142,000"
Burgos,Pineda Trasmonte,9349,"-3,696,330,130","41,909,760,410"
Burgos,Pinilla de los Barruecos,9612,"-3,304,482,690","41,918,199,470"
Burgos,Pinilla de los Moros,9613,"-3,328,876,260","42,068,123,960"
Burgos,Pinilla Trasmonte,9354,"-3,619,537,070","41,873,729,390"
Burgos,Poza de la Sal,9246,"-3,501,497,910","42,665,829,220"
Burgos,Poza de la Sal,9592,"-3,501,497,910","42,665,829,220"
Burgos,Prádanos de Bureba,9248,"-3,347,718,920","42,503,223,050"
Burgos,Pradoluengo,9260,"-3,200,340,510","42,323,749,930"
Burgos,Pradoluengo,9268,"-3,200,340,510","42,323,749,930"
Burgos,Presencio,9228,"-3,902,903,870","42,186,635,050"
Burgos,La Puebla de Arganzón,9294,"-2,831,360,410","42,766,841,070"
Burgos,Puentedura,9347,"-3,582,175,170","42,041,901,930"
Burgos,Quemada,9454,"-3,576,386,490","41,700,657,440"
Burgos,Quintanabureba,9246,"-3,366,316,270","42,586,766,550"
Burgos,Quintana del Pidio,9370,"-3,751,336,220","41,759,125,610"
Burgos,Quintanaélez,9244,"-3,299,071,530","42,669,813,920"
Burgos,Quintanaortuño,9140,"-3,685,297,670","42,455,223,680"
Burgos,Quintanapalla,9290,"-3,534,862,690","42,408,823,420"
Burgos,Quintanar de la Sierra,9670,"-3,041,477,470","41,979,978,100"
Burgos,Quintanavides,9292,"-3,426,846,010","42,482,089,330"
Burgos,Quintanilla de la Mata,9349,"-3,768,689,190","41,988,343,930"
Burgos,Quintanilla del Coco,9348,"-3,515,754,330","41,978,720,810"
Burgos,Las Quintanillas,9131,"-3,843,807,300","42,372,132,820"
Burgos,Quintanilla San García,9271,"-3,194,683,730","42,548,054,820"
Burgos,Quintanilla Vivar,9140,"-3,690,596,820","42,415,025,640"
Burgos,Rabanera del Pinar,9660,"-3,196,583,350","41,892,791,300"
Burgos,Rábanos,9199,"-3,269,498,600","42,319,105,800"
Burgos,Rábanos,9268,"-3,269,498,600","42,319,105,800"
Burgos,Rábanos,9269,"-3,269,498,600","42,319,105,800"
Burgos,Rabé de las Calzadas,9130,"-3,834,688,660","42,340,219,300"
Burgos,Rebolledo de la Torre,34492,"-4,226,927,440","42,689,304,360"
Burgos,Redecilla del Camino,9259,"-3,065,136,400","42,438,282,380"
Burgos,Redecilla del Campo,9259,"-3,113,820,620","42,466,163,580"
Burgos,Redecilla del Campo,9270,"-3,113,820,620","42,466,163,580"
Burgos,Regumiel de la Sierra,9693,"-2,985,016,250","41,957,989,750"
Burgos,Reinoso,9248,"-3,384,181,400","42,508,834,590"
Burgos,Retuerta,9347,"-3,505,356,910","42,030,105,740"
Burgos,La Revilla y Ahedo,9613,"-3,330,407,620","42,013,628,580"
Burgos,Revilla del Campo,9194,"-3,536,178,370","42,211,672,580"
Burgos,Revilla del Campo,9647,"-3,536,178,370","42,211,672,580"
Burgos,Revillarruz,9620,"-3,653,292,760","42,231,555,880"
Burgos,Revilla Vallejera,34260,"-4,134,098,800","42,146,759,010"
Burgos,Rezmondo,9108,"-4,238,131,880","42,515,600,010"
Burgos,Riocavado de la Sierra,9615,"-3,197,991,690","42,153,985,900"
Burgos,Roa,9300,"-3,927,855,280","41,697,196,940"
Burgos,Rojas,9246,"-3,442,422,790","42,577,600,480"
Burgos,Royuela de Río Franco,9344,"-3,958,028,010","41,997,829,380"
Burgos,Royuela de Río Franco,9345,"-3,958,028,010","41,997,829,380"
Burgos,Rubena,9199,"-3,574,331,310","42,388,387,200"
Burgos,Rublacedo de Abajo,9592,"-3,502,559,840","42,554,910,180"
Burgos,Rucandio,9593,"-3,542,017,340","42,750,873,450"
Burgos,Salas de Bureba,9593,"-3,473,752,830","42,692,189,590"
Burgos,Salas de los Infantes,9600,"-3,282,136,900","42,022,313,600"
Burgos,Salas de los Infantes,9613,"-3,282,136,900","42,022,313,600"
Burgos,Salas de los Infantes,9615,"-3,282,136,900","42,022,313,600"
Burgos,Saldaña de Burgos,9620,"-3,683,263,410","42,257,499,630"
Burgos,Salinillas de Bureba,9247,"-3,388,482,740","42,552,894,870"
Burgos,San Adrián de Juarros,9198,"-3,476,069,900","42,273,855,330"
Burgos,San Juan del Monte,9490,"-3,521,306,310","41,684,400,080"
Burgos,San Mamés de Burgos,9230,"-3,795,067,500","42,337,528,760"
Burgos,San Martín de Rubiales,9317,"-3,993,139,110","41,642,611,400"
Burgos,San Millán de Lara,9640,"-3,344,954,830","42,135,626,200"
Burgos,Santa Cecilia,9341,"-3,804,322,630","42,052,272,540"
Burgos,Santa Cruz de la Salceda,9471,"-3,594,931,260","41,594,866,060"
Burgos,Santa Cruz del Valle Urbión,9268,"-3,222,726,360","42,304,795,900"
Burgos,Santa Gadea del Cid,9219,"-3,058,201,480","42,715,134,760"
Burgos,Santa Inés,9390,"-3,702,983,870","42,040,327,140"
Burgos,Santa María del Campo,9342,"-3,975,927,130","42,131,550,700"
Burgos,Santa María del Invierno,9292,"-3,438,438,690","42,443,319,950"
Burgos,Santa María del Mercadillo,9353,"-3,559,958,270","41,860,028,040"
Burgos,Santa María Rivarredonda,9219,"-3,180,008,850","42,642,594,600"
Burgos,Santa Olalla de Bureba,9292,"-3,441,107,160","42,477,082,120"
Burgos,Santibáñez de Esgueva,9350,"-3,758,537,450","41,834,394,240"
Burgos,Santibáñez del Val,9617,"-3,481,070,510","41,973,286,700"
Burgos,Santibáñez del Val,9618,"-3,481,070,510","41,973,286,700"
Burgos,Santo Domingo de Silos,9610,"-3,417,636,870","41,962,906,210"
Burgos,San Vicente del Valle,9268,"-3,161,840,730","42,336,869,250"
Burgos,Sargentes de la Lora,9143,"-3,874,035,050","42,769,086,280"
Burgos,Sargentes de la Lora,9144,"-3,874,035,050","42,769,086,280"
Burgos,Sargentes de la Lora,9145,"-3,874,035,050","42,769,086,280"
