provincia,poblacion,codigopostalid,lat,lon
Araba/Álava,Alegría-Dulantzi,1193,"-2,712,437,310","42,939,811,580"
Araba/Álava,Amurrio,1450,"-3,000,073,260","43,054,277,760"
Araba/Álava,Amurrio,1468,"-3,000,073,260","43,054,277,760"
Araba/Álava,Amurrio,1470,"-3,000,073,260","43,054,277,760"
Araba/Álava,Aramaio,1160,"-2,565,400,370","43,051,196,530"
Araba/Álava,Aramaio,1165,"-2,565,400,370","43,051,196,530"
Araba/Álava,Aramaio,1169,"-2,565,400,370","43,051,196,530"
Araba/Álava,Artziniega,1474,"-3,127,917,180","43,120,843,580"
Araba/Álava,Artziniega,1478,"-3,127,917,180","43,120,843,580"
Araba/Álava,Armiñón,1211,"-2,871,834,750","42,723,261,990"
Araba/Álava,Armiñón,1220,"-2,871,834,750","42,723,261,990"
Araba/Álava,Arratzua-Ubarrundia,1510,"-2,638,788,160","42,891,161,710"
Araba/Álava,Arratzua-Ubarrundia,1520,"-2,638,788,160","42,891,161,710"
Araba/Álava,Asparrena,1208,"-2,316,707,540","42,889,687,680"
Araba/Álava,Asparrena,1250,"-2,316,707,540","42,889,687,680"
Araba/Álava,Asparrena,1260,"-2,316,707,540","42,889,687,680"
Araba/Álava,Ayala/Aiara,1408,"-3,043,067,460","43,077,682,830"
Araba/Álava,Ayala/Aiara,1470,"-3,043,067,460","43,077,682,830"
Araba/Álava,Ayala/Aiara,1476,"-3,043,067,460","43,077,682,830"
Araba/Álava,Ayala/Aiara,1477,"-3,043,067,460","43,077,682,830"
Araba/Álava,Ayala/Aiara,1478,"-3,043,067,460","43,077,682,830"
Araba/Álava,Ayala/Aiara,1479,"-3,043,067,460","43,077,682,830"
Araba/Álava,Baños de Ebro/Mañueta,1307,"-2,678,635,830","42,529,256,020"
Araba/Álava,Barrundia,1206,"-2,494,074,520","42,915,375,380"
Araba/Álava,Barrundia,1208,"-2,494,074,520","42,915,375,380"
Araba/Álava,Berantevilla,1211,"-2,859,714,140","42,682,271,910"
Araba/Álava,Berantevilla,1212,"-2,859,714,140","42,682,271,910"
Araba/Álava,Berantevilla,1220,"-2,859,714,140","42,682,271,910"
Araba/Álava,Bernedo,1118,"-2,498,254,390","42,626,769,890"
Araba/Álava,Bernedo,1128,"-2,498,254,390","42,626,769,890"
Araba/Álava,Bernedo,1194,"-2,498,254,390","42,626,769,890"
Araba/Álava,Bernedo,1216,"-2,498,254,390","42,626,769,890"
Araba/Álava,Campezo/Kanpezu,1110,"-2,352,076,930","42,669,712,090"
Araba/Álava,Campezo/Kanpezu,1117,"-2,352,076,930","42,669,712,090"
Araba/Álava,Campezo/Kanpezu,1128,"-2,352,076,930","42,669,712,090"
Araba/Álava,Zigoitia,1138,"-2,730,330,020","42,962,106,090"
Araba/Álava,Zigoitia,1196,"-2,730,330,020","42,962,106,090"
Araba/Álava,Kripan,1308,"-2,516,216,360","42,590,824,390"
Araba/Álava,Kuartango,1430,"-2,884,382,430","42,870,064,110"
Araba/Álava,Kuartango,1439,"-2,884,382,430","42,870,064,110"
Araba/Álava,Elburgo/Burgelu,1192,"-2,546,018,150","42,849,405,750"
Araba/Álava,Elburgo/Burgelu,1193,"-2,546,018,150","42,849,405,750"
Araba/Álava,Elciego,1340,"-2,617,238,720","42,514,207,380"
Araba/Álava,Elvillar/Bilar,1309,"-2,544,412,670","42,568,425,770"
Araba/Álava,Iruraiz-Gauna,1193,"-2,473,965,490","42,831,085,710"
Araba/Álava,Iruraiz-Gauna,1206,"-2,473,965,490","42,831,085,710"
Araba/Álava,Iruraiz-Gauna,1207,"-2,473,965,490","42,831,085,710"
Araba/Álava,Labastida/Bastida,1012,"-2,792,887,050","42,590,761,050"
Araba/Álava,Labastida/Bastida,1212,"-2,792,887,050","42,590,761,050"
Araba/Álava,Labastida/Bastida,1330,"-2,792,887,050","42,590,761,050"
Araba/Álava,Lagrán,1118,"-2,584,233,770","42,626,214,640"
Araba/Álava,Lagrán,1211,"-2,584,233,770","42,626,214,640"
Araba/Álava,Laguardia,1300,"-2,584,116,930","42,552,366,550"
Araba/Álava,Laguardia,1308,"-2,584,116,930","42,552,366,550"
Araba/Álava,Laguardia,1309,"-2,584,116,930","42,552,366,550"
Araba/Álava,Laguardia,1321,"-2,584,116,930","42,552,366,550"
Araba/Álava,Lanciego/Lantziego,1308,"-2,512,781,620","42,562,441,600"
Araba/Álava,Lapuebla de Labarca,1306,"-2,572,090,010","42,494,414,680"
Araba/Álava,Leza,1309,"-2,634,594,280","42,564,696,870"
Araba/Álava,Laudio/Llodio,1400,"-2,962,564,950","43,142,518,800"
Araba/Álava,Arraia-Maeztu,1120,"-2,446,638,720","42,740,002,170"
Araba/Álava,Arraia-Maeztu,1128,"-2,446,638,720","42,740,002,170"
Araba/Álava,Arraia-Maeztu,1129,"-2,446,638,720","42,740,002,170"
Araba/Álava,Moreda de Álava/Moreda Araba,1322,"-2,408,417,180","42,524,791,670"
Araba/Álava,Navaridas,1309,"-2,624,795,440","42,545,059,400"
Araba/Álava,Okondo,1409,"-3,019,026,823","43,161,551,300"
Araba/Álava,Oyón-Oion,1320,"-2,437,755,850","42,506,261,620"
Araba/Álava,Oyón-Oion,1322,"-2,437,755,850","42,506,261,620"
Araba/Álava,Peñacerrada-Urizaharra,1211,"-2,714,028,210","42,644,175,120"
Araba/Álava,Peñacerrada-Urizaharra,1212,"-2,714,028,210","42,644,175,120"
Araba/Álava,Peñacerrada-Urizaharra,1216,"-2,714,028,210","42,644,175,120"
Araba/Álava,Erriberagoitia/Ribera Alta,1213,"-2,910,806,420","42,800,746,820"
Araba/Álava,Erriberagoitia/Ribera Alta,1220,"-2,910,806,420","42,800,746,820"
Araba/Álava,Erriberagoitia/Ribera Alta,1420,"-2,910,806,420","42,800,746,820"
Araba/Álava,Erriberagoitia/Ribera Alta,1423,"-2,910,806,420","42,800,746,820"
Araba/Álava,Erriberagoitia/Ribera Alta,1426,"-2,910,806,420","42,800,746,820"
Araba/Álava,Erriberagoitia/Ribera Alta,1428,"-2,910,806,420","42,800,746,820"
Araba/Álava,Ribera Baja/Erribera Beitia,1213,"-2,917,040,020","42,713,397,920"
Araba/Álava,Ribera Baja/Erribera Beitia,1220,"-2,917,040,020","42,713,397,920"
Araba/Álava,Añana,1423,"-2,986,016,340","42,801,231,800"
Araba/Álava,Añana,1426,"-2,986,016,340","42,801,231,800"
Araba/Álava,Agurain/Salvatierra,1200,"-2,388,743,910","42,850,022,650"
Araba/Álava,Agurain/Salvatierra,1207,"-2,388,743,910","42,850,022,650"
Araba/Álava,Samaniego,1307,"-2,679,048,620","42,567,351,970"
Araba/Álava,San Millán/Donemiliaga,1207,"-2,377,489,020","42,873,825,710"
Araba/Álava,San Millán/Donemiliaga,1208,"-2,377,489,020","42,873,825,710"
Araba/Álava,Urkabustaiz,1440,"-2,906,610,460","42,953,040,460"
Araba/Álava,Urkabustaiz,1449,"-2,906,610,460","42,953,040,460"
Araba/Álava,Urkabustaiz,1450,"-2,906,610,460","42,953,040,460"
Araba/Álava,Valdegovía/Gaubea,1423,"-3,098,844,170","42,847,568,960"
Araba/Álava,Valdegovía/Gaubea,1426,"-3,098,844,170","42,847,568,960"
Araba/Álava,Valdegovía/Gaubea,1427,"-3,098,844,170","42,847,568,960"
Araba/Álava,Valdegovía/Gaubea,1428,"-3,098,844,170","42,847,568,960"
Araba/Álava,Harana/Valle de Arana,1117,"-2,331,046,870","42,752,891,940"
Araba/Álava,Villabuena de Álava/Eskuernaga,1307,"-2,664,529,380","42,548,578,040"
Araba/Álava,Legutio,1170,"-2,642,559,290","42,979,874,400"
Araba/Álava,Legutio,1171,"-2,642,559,290","42,979,874,400"
Araba/Álava,Legutio,1510,"-2,642,559,290","42,979,874,400"
Araba/Álava,Vitoria-Gasteiz,1001,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1002,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1003,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1004,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1005,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1006,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1007,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1008,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1009,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1010,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1012,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1013,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1015,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1191,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1192,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1193,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1194,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1195,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1196,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1510,"-2,672,756,850","42,850,587,890"
Araba/Álava,Vitoria-Gasteiz,1520,"-2,672,756,850","42,850,587,890"
Araba/Álava,Yécora/Iekora,1322,"-2,470,084,900","42,569,231,170"
Araba/Álava,Zalduondo,1208,"-2,346,508,250","42,885,809,710"
Araba/Álava,Zambrana,1212,"-2,878,065,020","42,661,129,680"
Araba/Álava,Zuia,1130,"-2,818,628,540","42,955,977,630"
Araba/Álava,Zuia,1139,"-2,818,628,540","42,955,977,630"
Araba/Álava,Zuia,1450,"-2,818,628,540","42,955,977,630"
Araba/Álava,Iruña Oka/Iruña de Oca,1191,"-2,814,754,300","42,818,191,260"
Araba/Álava,Iruña Oka/Iruña de Oca,1195,"-2,814,754,300","42,818,191,260"
Araba/Álava,Iruña Oka/Iruña de Oca,1230,"-2,814,754,300","42,818,191,260"
Araba/Álava,Iruña Oka/Iruña de Oca,1428,"-2,814,754,300","42,818,191,260"
Araba/Álava,Lantarón,1213,"-2,966,497,190","42,716,575,570"
Araba/Álava,Lantarón,1423,"-2,966,497,190","42,716,575,570"
Albacete,Abengibre,2250,"-1,543,844,870","39,210,007,800"
Albacete,Alatoz,2152,"-1,360,976,040","39,094,948,430"
Albacete,Albacete,2001,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2002,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2003,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2004,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2005,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2006,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2008,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2049,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2071,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2099,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2140,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2155,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2328,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2511,"-1,855,747,450","38,995,880,530"
Albacete,Albacete,2512,"-1,855,747,450","38,995,880,530"
Albacete,Albatana,2653,"-1,522,752,480","38,570,875,400"
Albacete,Alborea,2215,"-1,396,704,490","39,278,354,420"
Albacete,Alcadozo,2124,"-1,980,227,500","38,648,975,800"
Albacete,Alcadozo,2128,"-1,980,227,500","38,648,975,800"
Albacete,Alcalá del Júcar,2210,"-1,429,326,970","39,193,201,800"
Albacete,Alcalá del Júcar,2211,"-1,429,326,970","39,193,201,800"
Albacete,Alcalá del Júcar,2214,"-1,429,326,970","39,193,201,800"
Albacete,Alcalá del Júcar,2252,"-1,429,326,970","39,193,201,800"
Albacete,Alcaraz,2300,"-2,490,349,570","38,664,251,040"
Albacete,Alcaraz,2312,"-2,490,349,570","38,664,251,040"
Albacete,Alcaraz,2314,"-2,490,349,570","38,664,251,040"
Albacete,Alcaraz,2330,"-2,490,349,570","38,664,251,040"
Albacete,Almansa,2640,"-1,094,146,810","38,869,688,110"
Albacete,Alpera,2690,"-1,230,802,450","38,959,690,940"
Albacete,Ayna,2124,"-2,070,538,310","38,552,177,460"
Albacete,Ayna,2125,"-2,070,538,310","38,552,177,460"
Albacete,Ayna,2126,"-2,070,538,310","38,552,177,460"
Albacete,Ayna,2139,"-2,070,538,310","38,552,177,460"
Albacete,Ayna,2999,"-2,070,538,310","38,552,177,460"
Albacete,Balazote,2320,"-2,150,967,320","38,883,961,560"
Albacete,Balsa de Ves,2213,"-1,196,500,120","39,264,612,530"
Albacete,Balsa de Ves,2214,"-1,196,500,120","39,264,612,530"
Albacete,El Ballestero,2614,"-2,455,086,330","38,842,521,960"
Albacete,Barrax,2639,"-2,200,456,370","39,045,610,600"
Albacete,Bienservida,2360,"-2,611,842,430","38,516,020,970"
Albacete,Bogarra,2130,"-2,212,536,360","38,580,254,270"
Albacete,Bogarra,2138,"-2,212,536,360","38,580,254,270"
Albacete,Bogarra,2139,"-2,212,536,360","38,580,254,270"
Albacete,Bogarra,2448,"-2,212,536,360","38,580,254,270"
Albacete,Bonete,2691,"-1,348,303,240","38,869,505,890"
Albacete,El Bonillo,2610,"-2,540,236,910","38,950,123,620"
Albacete,El Bonillo,2613,"-2,540,236,910","38,950,123,620"
Albacete,Carcelén,2153,"-1,308,767,080","39,102,311,760"
Albacete,Casas de Juan Núñez,2151,"-1,557,990,350","39,101,607,490"
Albacete,Casas de Lázaro,2329,"-2,239,223,780","38,770,575,800"
Albacete,Casas de Ves,2212,"-1,334,549,920","39,259,461,220"
Albacete,Casas-Ibáñez,2200,"-1,471,291,430","39,287,016,860"
Albacete,Caudete,2660,-0.988691200,"38,705,730,090"
Albacete,Cenizate,2247,"-1,661,133,490","39,303,321,010"
Albacete,Corral-Rubio,2693,"-1,460,852,500","38,835,000,720"
Albacete,Cotillas,2461,"-2,505,745,450","38,431,359,150"
Albacete,Chinchilla de Monte-Aragón,2156,"-1,726,026,430","38,921,096,800"
Albacete,Chinchilla de Monte-Aragón,2510,"-1,726,026,430","38,921,096,800"
Albacete,Chinchilla de Monte-Aragón,2520,"-1,726,026,430","38,921,096,800"
Albacete,Chinchilla de Monte-Aragón,2529,"-1,726,026,430","38,921,096,800"
Albacete,Chinchilla de Monte-Aragón,2692,"-1,726,026,430","38,921,096,800"
Albacete,Chinchilla de Monte-Aragón,2695,"-1,726,026,430","38,921,096,800"
Albacete,Elche de la Sierra,2430,"-2,047,813,760","38,447,908,930"
Albacete,Elche de la Sierra,2439,"-2,047,813,760","38,447,908,930"
Albacete,Elche de la Sierra,2449,"-2,047,813,760","38,447,908,930"
Albacete,Elche de la Sierra,2470,"-2,047,813,760","38,447,908,930"
Albacete,Férez,2436,"-2,009,539,340","38,355,670,130"
Albacete,Fuensanta,2637,"-2,067,252,190","39,244,660,010"
Albacete,Fuente-Álamo,2651,"-1,431,704,110","38,693,142,290"
Albacete,Fuentealbilla,2249,"-1,548,793,640","39,267,735,790"
Albacete,Fuentealbilla,2251,"-1,548,793,640","39,267,735,790"
Albacete,Fuentealbilla,2260,"-1,548,793,640","39,267,735,790"
Albacete,La Gineta,2110,"-1,997,844,960","39,113,879,160"
Albacete,Golosalvo,2253,"-1,636,268,630","39,239,960,130"
Albacete,Hellín,2400,"-1,703,449,210","38,512,189,530"
Albacete,Hellín,2409,"-1,703,449,210","38,512,189,530"
Albacete,Hellín,2420,"-1,703,449,210","38,512,189,530"
Albacete,Hellín,2490,"-1,703,449,210","38,512,189,530"
Albacete,Hellín,2498,"-1,703,449,210","38,512,189,530"
Albacete,Hellín,2499,"-1,703,449,210","38,512,189,530"
Albacete,La Herrera,2162,"-2,126,372,360","38,962,177,400"
Albacete,Higueruela,2690,"-1,445,356,090","38,964,550,260"
Albacete,Higueruela,2694,"-1,445,356,090","38,964,550,260"
Albacete,Hoya-Gonzalo,2696,"-1,556,870,530","38,957,873,520"
Albacete,Jorquera,2248,"-1,520,613,910","39,174,574,410"
Albacete,Jorquera,2249,"-1,520,613,910","39,174,574,410"
Albacete,Letur,2434,"-2,100,968,810","38,366,320,810"
Albacete,Lezuza,2160,"-2,353,874,270","38,948,789,960"
Albacete,Lezuza,2161,"-2,353,874,270","38,948,789,960"
Albacete,Liétor,2124,"-1,954,793,190","38,540,837,450"
Albacete,Liétor,2142,"-1,954,793,190","38,540,837,450"
Albacete,Liétor,2410,"-1,954,793,190","38,540,837,450"
Albacete,Madrigueras,2230,"-1,799,701,200","39,236,803,390"
Albacete,Mahora,2240,"-1,724,818,370","39,213,030,880"
Albacete,Masegoso,2314,"-2,315,117,680","38,718,778,130"
Albacete,Minaya,2620,"-2,319,619,730","39,271,187,010"
Albacete,Molinicos,2440,"-2,238,981,510","38,467,781,790"
Albacete,Molinicos,2448,"-2,238,981,510","38,467,781,790"
Albacete,Molinicos,2449,"-2,238,981,510","38,467,781,790"
Albacete,Montalvos,2638,"-2,027,693,410","39,167,214,390"
Albacete,Montealegre del Castillo,2650,"-1,324,876,720","38,787,174,690"
Albacete,Motilleja,2220,"-1,790,257,620","39,179,488,850"
Albacete,Munera,2612,"-2,483,038,800","39,039,545,750"
Albacete,Navas de Jorquera,2246,"-1,718,948,500","39,280,995,130"
Albacete,Nerpio,2530,"-2,302,240,290","38,148,240,430"
Albacete,Nerpio,2534,"-2,302,240,290","38,148,240,430"
Albacete,Nerpio,2535,"-2,302,240,290","38,148,240,430"
Albacete,Nerpio,2536,"-2,302,240,290","38,148,240,430"
Albacete,Nerpio,2537,"-2,302,240,290","38,148,240,430"
Albacete,Nerpio,2538,"-2,302,240,290","38,148,240,430"
Albacete,Nerpio,2539,"-2,302,240,290","38,148,240,430"
Albacete,Ontur,2652,"-1,498,881,660","38,614,726,610"
Albacete,Ossa de Montiel,2611,"-2,742,726,640","38,962,010,350"
Albacete,Paterna del Madera,2136,"-2,345,557,660","38,597,294,350"
Albacete,Paterna del Madera,2137,"-2,345,557,660","38,597,294,350"
Albacete,Paterna del Madera,2138,"-2,345,557,660","38,597,294,350"
Albacete,Paterna del Madera,2459,"-2,345,557,660","38,597,294,350"
Albacete,Peñascosa,2138,"-2,410,404,990","38,671,535,360"
Albacete,Peñascosa,2313,"-2,410,404,990","38,671,535,360"
Albacete,Peñascosa,2314,"-2,410,404,990","38,671,535,360"
Albacete,Peñas de San Pedro,2120,"-2,002,127,870","38,726,888,810"
Albacete,Peñas de San Pedro,2127,"-2,002,127,870","38,726,888,810"
Albacete,Peñas de San Pedro,2128,"-2,002,127,870","38,726,888,810"
Albacete,Pétrola,2692,"-1,555,499,810","38,826,298,140"
Albacete,Povedilla,2311,"-2,603,936,270","38,701,639,710"
Albacete,Pozohondo,2129,"-1,911,333,560","38,721,122,000"
Albacete,Pozohondo,2141,"-1,911,333,560","38,721,122,000"
Albacete,Pozohondo,2142,"-1,911,333,560","38,721,122,000"
Albacete,Pozo-Lorente,2154,"-1,506,478,550","39,076,630,240"
Albacete,Pozuelo,2327,"-2,101,173,840","38,809,696,250"
Albacete,La Recueja,2249,"-1,489,887,790","39,176,883,190"
Albacete,Riópar,2450,"-2,418,393,110","38,499,809,900"
Albacete,Riópar,2459,"-2,418,393,110","38,499,809,900"
Albacete,Riópar,2462,"-2,418,393,110","38,499,809,900"
Albacete,Robledo,2331,"-2,448,826,820","38,757,784,520"
Albacete,Robledo,2332,"-2,448,826,820","38,757,784,520"
Albacete,Robledo,2340,"-2,448,826,820","38,757,784,520"
Albacete,La Roda,2630,"-2,159,247,960","39,207,065,040"
Albacete,La Roda,2639,"-2,159,247,960","39,207,065,040"
Albacete,Salobre,2316,"-2,550,572,560","38,591,952,580"
Albacete,San Pedro,2326,"-2,186,211,000","38,826,540,040"
Albacete,Socovos,2435,"-1,984,690,650","38,332,026,320"
Albacete,Socovos,2437,"-1,984,690,650","38,332,026,320"
Albacete,Tarazona de la Mancha,2100,"-1,912,809,790","39,265,396,470"
Albacete,Tarazona de la Mancha,2110,"-1,912,809,790","39,265,396,470"
Albacete,Tobarra,2500,"-1,692,822,960","38,592,273,300"
Albacete,Tobarra,2513,"-1,692,822,960","38,592,273,300"
Albacete,Tobarra,2514,"-1,692,822,960","38,592,273,300"
Albacete,Valdeganga,2150,"-1,676,469,220","39,135,451,520"
Albacete,Vianos,2315,"-2,501,490,790","38,632,307,000"
Albacete,Villa de Ves,2213,"-1,258,976,310","39,222,315,410"
Albacete,Villalgordo del Júcar,2636,"-2,063,091,830","39,295,986,790"
Albacete,Villamalea,2270,"-1,599,083,530","39,361,607,850"
Albacete,Villapalacios,2350,"-2,635,059,470","38,574,673,590"
Albacete,Villarrobledo,2600,"-2,607,143,110","39,267,557,920"
Albacete,Villarrobledo,2612,"-2,607,143,110","39,267,557,920"
Albacete,Villatoya,2215,"-1,338,585,990","39,333,852,640"
Albacete,Villavaliente,2154,"-1,457,996,420","39,126,457,580"
Albacete,Villaverde de Guadalimar,2460,"-2,517,609,500","38,456,191,620"
Albacete,Villaverde de Guadalimar,2462,"-2,517,609,500","38,456,191,620"
Albacete,Viveros,2310,"-2,575,909,150","38,773,634,750"
Albacete,Yeste,2480,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2482,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2484,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2485,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2486,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2487,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2488,"-2,319,030,720","38,366,438,650"
Albacete,Yeste,2489,"-2,319,030,720","38,366,438,650"
Albacete,Pozo Cañada,2099,"-1,736,223,170","38,801,361,000"
Albacete,Pozo Cañada,2510,"-1,736,223,170","38,801,361,000"
Alicante/Alacant,l'Atzúbia,3786,-0.151730350,"38,847,430,290"
Alicante/Alacant,Agost,3698,-0.638919790,"38,439,493,160"
Alicante/Alacant,Agres,3837,-0.515955430,"38,780,004,040"
Alicante/Alacant,Aigües,3569,-0.362586690,"38,498,870,920"
Alicante/Alacant,Albatera,3340,-0.867921410,"38,178,946,360"
Alicante/Alacant,Alcalalí,3723,-0.041607980,"38,749,653,490"
Alicante/Alacant,Alcalalí,3728,-0.041607980,"38,749,653,490"
Alicante/Alacant,Alcocer de Planes,3841,-0.401970360,"38,794,472,240"
Alicante/Alacant,Alcoleja,3814,-0.331009250,"38,675,485,640"
Alicante/Alacant,Alcoy/Alcoi,3800,-0.473183760,"38,698,368,940"
Alicante/Alacant,Alcoy/Alcoi,3801,-0.473183760,"38,698,368,940"
Alicante/Alacant,Alcoy/Alcoi,3802,-0.473183760,"38,698,368,940"
Alicante/Alacant,Alcoy/Alcoi,3803,-0.473183760,"38,698,368,940"
Alicante/Alacant,Alcoy/Alcoi,3804,-0.473183760,"38,698,368,940"
Alicante/Alacant,Alcoy/Alcoi,3818,-0.473183760,"38,698,368,940"
Alicante/Alacant,Alfafara,3838,-0.555523390,"38,772,748,280"
Alicante/Alacant,l'Alfàs del Pi,3580,-0.102600200,"38,580,094,960"
Alicante/Alacant,l'Alfàs del Pi,3581,-0.102600200,"38,580,094,960"
Alicante/Alacant,Algorfa,3169,-0.795684230,"38,086,816,370"
Alicante/Alacant,Algueña,3668,"-1,003,037,450","38,338,001,380"
Alicante/Alacant,Alicante/Alacant,3001,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3002,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3003,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3004,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3005,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3006,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3007,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3008,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3009,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3010,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3011,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3012,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3013,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3014,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3015,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3016,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3112,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3113,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3114,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3115,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3138,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3409,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3540,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3559,-0.483183200,"38,345,487,050"
Alicante/Alacant,Alicante/Alacant,3699,-0.483183200,"38,345,487,050"
Alicante/Alacant,Almoradí,3160,-0.792017130,"38,109,779,910"
Alicante/Alacant,Almoradí,3179,-0.792017130,"38,109,779,910"
Alicante/Alacant,Almudaina,3827,-0.353706780,"38,761,557,640"
Alicante/Alacant,l'Alqueria d'Asnar,3829,-0.425522670,"38,773,118,020"
Alicante/Alacant,Altea,3590,-0.051442360,"38,598,924,970"
Alicante/Alacant,Altea,3599,-0.051442360,"38,598,924,970"
Alicante/Alacant,Aspe,3680,-0.768491070,"38,345,772,660"
Alicante/Alacant,Balones,3812,-0.342373880,"38,737,010,390"
Alicante/Alacant,Banyeres de Mariola,3450,-0.656856840,"38,716,359,020"
Alicante/Alacant,Benasau,3814,-0.342612640,"38,689,913,290"
Alicante/Alacant,Beneixama,3460,-0.766767430,"38,700,185,330"
Alicante/Alacant,Beneixama,3469,-0.766767430,"38,700,185,330"
Alicante/Alacant,Benejúzar,3390,-0.838195170,"38,078,063,750"
Alicante/Alacant,Benferri,3316,-0.962257900,"38,141,793,520"
Alicante/Alacant,Beniarbeig,3778,-0.001303640,"38,821,932,190"
Alicante/Alacant,Beniardá,3517,-0.216007640,"38,683,433,560"
Alicante/Alacant,Beniarrés,3850,-0.379042340,"38,820,078,850"
Alicante/Alacant,Benigembla,3794,-0.109826990,"38,756,335,140"
Alicante/Alacant,Benidoleig,3759,-0.031732390,"38,791,917,000"
Alicante/Alacant,Benidorm,3501,-0.130685300,"38,534,271,360"
Alicante/Alacant,Benidorm,3502,-0.130685300,"38,534,271,360"
Alicante/Alacant,Benidorm,3503,-0.130685300,"38,534,271,360"
Alicante/Alacant,Benifallim,3816,-0.399225590,"38,662,734,190"
Alicante/Alacant,Benifato,3517,-0.228889670,"38,673,694,180"
Alicante/Alacant,Benijófar,3178,-0.738280510,"38,080,840,800"
Alicante/Alacant,Benilloba,3810,-0.390820100,"38,699,559,090"
Alicante/Alacant,Benillup,3827,-0.378995800,"38,753,803,010"
Alicante/Alacant,Benimantell,3516,-0.209847980,"38,676,592,540"
